iter	Logloss
612	0.5727871443
613	0.5727073103
614	0.5726399275
615	0.5725895647
616	0.5725253906
617	0.572403111
618	0.5723077567
619	0.572220738
620	0.5721707938
621	0.5720592913
622	0.5719275949
623	0.5718498186
624	0.5717672294
625	0.5717325963
626	0.5716403809
627	0.5715603376
628	0.5714667271
629	0.5713819057
630	0.5712874581
631	0.5711932547
632	0.5711102818
633	0.5710044294
634	0.5709327567
635	0.5708501674
636	0.5707466867
637	0.5706518206
638	0.570576137
639	0.5705034877
640	0.5703996582
641	0.5703361468
642	0.5702254116
643	0.5700958775
644	0.5700350516
645	0.5699241769
646	0.569863072
647	0.5697950265
648	0.5697170061
649	0.5696353934
650	0.5695539202
651	0.5694008092
652	0.5693231724
653	0.5692083566
654	0.5691401367
655	0.5690139509
656	0.5689314314
657	0.5688378557
658	0.5687099609
659	0.5686296038
660	0.5685166713
661	0.5684107143
662	0.5683344029
663	0.5682325265
664	0.5681264997
665	0.568037214
666	0.567898577
667	0.5678162667
668	0.5677483259
669	0.567668736
670	0.5675589774
671	0.567506522
672	0.5673930664
673	0.5673000837
674	0.5672291783
675	0.5671349051
676	0.5670683594
677	0.5669521833
678	0.5668614676
679	0.5667453962
680	0.5666800014
681	0.5666087821
682	0.56653125
683	0.5664640765
684	0.5663197545
685	0.5662525809
686	0.5661504953
687	0.5661050851
688	0.5660333775
689	0.5659535086
690	0.5658620257
691	0.5658168945
692	0.5656763393
693	0.5655147182
694	0.5654215262
695	0.5653549805
696	0.5652324916
697	0.5651833147
698	0.5651226283
699	0.5650005929
700	0.5649160156
701	0.5648559919
702	0.5647720773
703	0.5646903599
704	0.5645922852
705	0.5644757952
706	0.56441476
707	0.5643401228
708	0.5642483956
709	0.5641356027
710	0.5640946917
711	0.5639705636
712	0.5638660714
713	0.5637556152
714	0.5636708287
715	0.5635959124
716	0.5634829799
717	0.5634198521
718	0.5633271833
719	0.563243757
720	0.5631159319
721	0.5630248675
722	0.5628819057
723	0.5627886789
724	0.5626801758
725	0.5624882115
726	0.5624002511
727	0.5623051758
728	0.5622485352
729	0.5621532506
730	0.5620601981
731	0.5619867815
732	0.5618612584
733	0.561805106
734	0.5617190639
735	0.5616268136
736	0.5615731724
737	0.5614932338
738	0.5614204799
739	0.5613592704
740	0.5612791574
741	0.5611992188
742	0.5611368931
743	0.5610481306
744	0.5609902344
745	0.5609049247
746	0.5608418666
747	0.5607333984
748	0.5606450195
749	0.5605547573
750	0.5604719587
751	0.5603873465
752	0.5602922015
753	0.560253139
754	0.5601257673
755	0.5600165318
756	0.5599427316
757	0.5598314383
758	0.5597389788
759	0.5596714914
760	0.5595987026
761	0.5595224609
762	0.5593874163
763	0.5592888184
764	0.5592322824
765	0.5591160714
766	0.5590186942
767	0.5589382673
768	0.558809361
769	0.5586870117
770	0.5586206752
771	0.5585641741
772	0.5585009068
773	0.5583871373
774	0.5583132673
775	0.5582429548
776	0.5581759905
777	0.5581055036
778	0.557980399
779	0.5578609445
780	0.5577880511
781	0.557717041
782	0.5576508789
783	0.5575879255
784	0.5575142997
785	0.5574410226
786	0.5573680246
787	0.5572998047
788	0.5571930106
789	0.5571344866
790	0.5570290876
791	0.5569328265
792	0.5568564453
793	0.5568005022
794	0.5567346889
795	0.556645752
796	0.5565697545
797	0.5564560896
798	0.5563915318
799	0.5563327288
800	0.5562394671
801	0.5561981027
802	0.556128418
803	0.5560280762
804	0.5559712612
805	0.5559119699
806	0.5558310547
807	0.5557428153
808	0.5556680734
809	0.5555896694
810	0.5555199149
811	0.5554511719
812	0.5554109235
813	0.5553304618
814	0.5552647182
815	0.5551429269
816	0.5550958775
817	0.5550095912
818	0.5549130162
819	0.5548328334
820	0.5547466518
821	0.5546742467
822	0.5545734515
823	0.5545188337
824	0.5544334194
825	0.5543780692
826	0.5542783203
827	0.5542320033
828	0.5541147112
829	0.5539995466
830	0.5539523228
831	0.5539116211
832	0.5538123605
833	0.553765346
834	0.5536653878
835	0.5535878906
836	0.5534666574
837	0.5534139579
838	0.5533822545
839	0.5533134766
840	0.5532064383
841	0.5531358817
842	0.5529938267
843	0.5528686523
844	0.5528114537
845	0.5526660505
846	0.5526250349
847	0.552559082
848	0.5524567174
849	0.5523546317
850	0.552324149
851	0.5522849121
852	0.5522256208
853	0.5520933315
854	0.5520060686
855	0.5519341169
856	0.5518614676
857	0.5518153599
858	0.5517372349
859	0.5516460658
860	0.5515392369
861	0.5514561942
862	0.5513420061
863	0.5512344099
864	0.5510977958
865	0.5510232282
866	0.5509534738
867	0.5508587472
868	0.5507675781
869	0.5507126116
870	0.5506526925
871	0.550566476
872	0.5504607282
873	0.5503877651
874	0.5503281599
875	0.5502768206
876	0.5502004046
877	0.5501050851
878	0.5500655343
879	0.5499821429
880	0.5499142369
881	0.5498461914
882	0.5497543945
883	0.5496772112
884	0.5495578613
885	0.549429269
886	0.5493637695
887	0.5492847377
888	0.5491950335
889	0.5490792411
890	0.5490157296
891	0.5489595424
892	0.5488640485
893	0.5487869699
894	0.5487302246
895	0.5486618304
896	0.5486113979
897	0.5485369699
898	0.5484694127
899	0.5484173061
900	0.548311942
901	0.5482702288
902	0.5482013811
903	0.5481344169
904	0.5480475725
905	0.5479738421
906	0.5478605608
907	0.5477844238
908	0.5477192383
909	0.5476667829
910	0.5476003069
911	0.5475454102
912	0.5474699707
913	0.5473896484
914	0.5473490513
915	0.5472478376
916	0.5471932896
917	0.5471057478
918	0.5470494908
919	0.5469787946
920	0.5468791853
921	0.5468092913
922	0.5467425711
923	0.5466418108
924	0.5465857282
925	0.546496582
926	0.5464459752
927	0.5463813128
928	0.54632101
929	0.5462398507
930	0.5461753627
931	0.5461415318
932	0.5460538156
933	0.5459516253
934	0.5458349261
935	0.5457340611
936	0.5456478795
937	0.5455549665
938	0.5455173689
939	0.545433245
940	0.5453879046
941	0.5453251256
942	0.5452280622
943	0.545147147
944	0.5450441546
945	0.5449586705
946	0.5448458426
947	0.544728132
948	0.5446563546
949	0.5446168387
950	0.5445526297
951	0.5444862584
952	0.544371582
953	0.5442895159
954	0.5441803153
955	0.54410226
956	0.5440559082
957	0.5439636579
958	0.5439106794
959	0.5438416574
960	0.5437916434
961	0.5437368164
962	0.5436422991
963	0.5435236119
964	0.5433850098
965	0.5432880162
966	0.5432322824
967	0.5431291155
968	0.5430583845
969	0.5429784459
970	0.5429146554
971	0.5428256138
972	0.5427199009
973	0.5426812221
974	0.5426480887
975	0.5425280064
976	0.5423756975
977	0.5422907017
978	0.5422162737
979	0.5421476353
980	0.5420581055
981	0.5420170898
982	0.5419511021
983	0.5418779297
984	0.5418375419
985	0.541786656
986	0.5417596959
987	0.5416509487
988	0.541581822
989	0.5414958147
990	0.5414180385
991	0.5413254743
992	0.5412704381
993	0.5412246094
994	0.5411570173
995	0.5410601283
996	0.5409462891
997	0.5408783482
998	0.5408060826
999	0.5407440011
